month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth,windspeed_10m_max_(mp/h),shortwave_radiation_sum_(MJ/m²),et0_fao_evapotranspiration_(mm),AQI
12,22,2022,719,85,68.0,76.5,6.0,0,12,0.00,0.0,0,7.0,13.86,2.72,44.0
12,23,2022,720,82,59.0,70.5,0.1,0,6,0.27,0.0,0,16.3,9.65,2.2,40.0
12,24,2022,721,59,48.0,53.5,-16.8,11,0,T,0.0,0,17.6,10.28,3.03,33.0
12,25,2022,722,50,45.0,47.5,-22.6,17,0,0.03,0.0,0,16.9,5.93,2.4,55.0
12,26,2022,723,56,48.0,52.0,-18.0,13,0,0.38,0.0,0,14.2,3.72,1.32,42.0
12,27,2022,724,73,56.0,64.5,-5.4,0,0,0.14,0.0,M,13.6,7.35,1.55,35.0
12,28,2022,725,79,58.0,68.5,-1.2,0,4,0.00,0.0,0,14.5,12.03,3.2,39.0
12,29,2022,726,80,69.0,74.5,4.9,0,10,0.00,0.0,0,15.3,11.21,3.16,37.0
12,30,2022,727,82,72.0,77.0,7.5,0,12,0.00,0.0,0,13.0,13.88,2.79,38.0
12,31,2022,728,83,70.0,76.5,7.2,0,12,0.00,0.0,0,10.4,14.33,2.68,90.0
1,1,2023,729,86,69.0,77.5,8.3,0,13,0.00,0.0,0,8.0,13.05,2.53,165.0
1,2,2023,730,84,68.0,76.0,6.9,0,11,0.00,0.0,M,11.7,13.95,2.94,39.0
1,3,2023,731,83,73.0,78.0,9.0,0,13,0.00,0.0,M,12.5,12.64,2.79,40.0
1,4,2023,732,84,73.0,78.5,9.6,0,14,0.00,0.0,M,13.7,13.02,2.96,46.0
1,5,2023,733,86,72.0,79.0,10.2,0,14,0.00,0.0,0,9.9,14.98,3.09,39.0
1,6,2023,734,80,66.0,73.0,4.3,0,8,0.00,0.0,0,13.2,15.02,3.66,45.0
1,7,2023,735,79,61.0,70.0,1.4,0,5,0.00,0.0,0,11.4,15.96,3.7,46.0
1,8,2023,736,80,61.0,70.5,1.9,0,6,0.00,0.0,0,10.2,14.64,3.34,48.0
1,9,2023,737,80,64.0,72.0,3.5,0,7,T,0.0,0,9.3,15.74,3.13,62.0
1,10,2023,738,81,63.0,72.0,3.6,0,7,0.00,0.0,0,10.0,15.57,3.3,54.0
1,11,2023,739,79,57.0,68.0,-0.4,0,3,0.00,0.0,0,10.7,16.89,3.83,67.0
1,12,2023,740,81,58.0,69.5,1.2,0,5,0.00,0.0,0,11.2,14.74,3.33,61.0
1,13,2023,741,82,59.0,70.5,2.2,0,6,0.03,0.0,0,18.0,11.31,3.25,54.0
1,14,2023,742,62,48.0,55.0,-13.3,10,0,0.00,0.0,0,21.4,16.77,4.04,36.0
1,15,2023,743,64,45.0,54.5,-13.8,10,0,0.00,0.0,0,14.8,17.51,3.28,54.0
1,16,2023,744,74,44.0,59.0,-9.3,6,0,0.00,0.0,0,7.8,16.78,3.22,74.0
1,17,2023,745,76,53.0,64.5,-3.8,0,0,0.00,0.0,0,9.8,16.01,3.02,67.0
1,18,2023,746,80,58.0,69.0,0.7,0,4,0.00,0.0,0,11.2,15.13,3.19,62.0
1,19,2023,747,84,63.0,73.5,5.2,0,9,0.00,0.0,0,10.8,15.18,3.96,45.0
1,20,2023,748,83,67.0,75.0,6.7,0,10,0.00,0.0,0,7.1,15.46,3.14,72.0
1,21,2023,749,83,67.0,75.0,6.6,0,10,0.00,0.0,0,7.6,13.84,2.85,55.0
1,22,2023,750,85,70.0,77.5,9.1,0,13,0.00,0.0,0,17.3,14.4,3.62,52.0
1,23,2023,751,88,71.0,79.5,11.0,0,15,0.00,0.0,0,12.5,13.42,3.08,58.0
1,24,2023,752,80,69.0,74.5,6.0,0,10,0.02,M,M,14.9,12.03,3.28,49.0
1,25,2023,753,84,73.0,78.5,9.9,0,14,T,0.0,0,16.6,15.02,3.92,52.0
1,26,2023,754,82,69.0,75.5,6.8,0,11,0.00,0.0,0,12.9,12.95,2.86,53.0
1,27,2023,755,72,61.0,66.5,-2.3,0,2,T,0.0,0,16.7,6.01,2.28,48.0
1,28,2023,756,79,64.0,71.5,2.6,0,7,0.00,0.0,0,17.9,11.63,3.3,39.0
1,29,2023,757,82,73.0,77.5,8.6,0,13,0.00,0.0,0,16.4,13.52,3.66,38.0
1,30,2023,758,84,70.0,77.0,8.0,0,12,T,0.0,0,10.9,14.72,3.15,40.0
1,31,2023,759,84,72.0,78.0,8.9,0,13,0.00,0.0,0,9.7,14.74,3.44,53.0
2,1,2023,759,85,69.0,77.0,7.7,0,12,0.00,0.0,0,8.9,15.2,3.4,46.0
2,2,2023,760,84,70.0,77.0,7.6,0,12,0.00,0.0,0,10.2,15.16,3.21,55.0
2,3,2023,761,88,69.0,78.5,9.0,0,14,0.00,0.0,0,15.8,16.0,3.56,45.0
2,4,2023,762,75,64.0,69.5,-0.1,0,5,0.32,0.0,0,23.5,11.28,2.97,47.0
2,5,2023,763,83,68.0,75.5,5.8,0,11,4.13,0.0,0,19.7,13.47,2.76,37.0
2,6,2023,764,82,68.0,75.0,5.2,0,10,0.00,0.0,M,15.3,13.98,3.18,41.0
2,7,2023,765,80,69.0,74.5,4.6,0,10,0.00,0.0,M,14.9,17.99,4.24,45.0
2,8,2023,766,81,70.0,75.5,5.4,0,11,0.00,0.0,0,13.4,17.37,4.71,45.0
2,9,2023,767,82,73.0,77.5,7.3,0,13,0.00,0.0,0,15.5,15.71,3.96,48.0
2,10,2023,768,83,73.0,78.0,7.7,0,13,0.00,0.0,0,13.5,18.41,4.01,46.0
2,11,2023,769,86,72.0,79.0,8.6,0,14,0.00,0.0,0,15.1,16.51,3.71,45.0
2,12,2023,770,78,65.0,71.5,1.0,0,7,0.66,0.0,0,20.8,15.17,4.03,47.0
2,13,2023,771,75,59.0,67.0,-3.6,0,2,0.00,0.0,0,16.1,20.26,4.73,62.0
2,14,2023,772,77,57.0,67.0,-3.7,0,2,0.00,0.0,0,10.9,18.33,4.03,55.0
2,15,2023,773,82,70.0,76.0,5.2,0,11,0.00,0.0,0,14.7,14.35,4.4,43.0
2,16,2023,774,83,73.0,78.0,7.1,0,13,0.00,0.0,0,16.7,14.08,4.63,52.0
2,17,2023,775,83,72.0,77.5,6.5,0,13,0.61,0.0,0,13.4,12.55,2.91,62.0
2,18,2023,776,82,71.0,76.5,5.4,0,12,0.00,0.0,0,16.9,13.71,2.82,58.0
2,19,2023,777,84,71.0,77.5,6.3,0,13,0.00,0.0,0,11.4,15.42,3.42,54.0
2,20,2023,778,85,72.0,78.5,7.2,0,14,0.00,0.0,0,9.4,15.8,3.33,58.0
2,21,2023,779,86,70.0,78.0,6.6,0,13,0.00,0.0,0,10.0,16.28,3.56,52.0
2,22,2023,780,84,69.0,76.5,5.0,0,12,0.00,0.0,0,12.0,19.27,4.43,52.0
2,23,2023,781,85,74.0,79.5,8.0,0,15,0.00,0.0,0,12.4,19.37,4.72,52.0
2,24,2023,782,86,70.0,78.0,6.4,0,13,0.00,0.0,0,9.4,19.79,4.44,59.0
2,25,2023,783,85,68.0,76.5,4.8,0,12,0.00,0.0,0,8.4,20.01,4.38,54.0
2,26,2023,784,87,69.0,78.0,6.2,0,13,0.00,0.0,0,9.9,20.81,4.46,72.0
2,27,2023,785,84,67.0,75.5,3.7,0,11,0.00,0.0,0,11.9,20.3,4.62,68.0
2,28,2023,786,88,64.0,76.0,4.1,0,11,0.00,0.0,0,10.1,21.85,5.21,70.0
3,1,2023,787,85,62.0,73.5,1.5,0,9,0.00,0.0,0,10.8,22.32,4.85,89.0
3,2,2023,788,84,70.0,77.0,5.0,0,12,0.00,M,M,13.1,18.98,4.68,55.0
3,3,2023,789,87,75.0,81.0,8.9,0,16,0.00,0.0,0,20.1,20.65,5.01,87.0
3,4,2023,790,89,71.0,80.0,7.8,0,15,0.00,0.0,0,14.3,18.39,4.28,78.0
3,5,2023,791,89,68.0,78.5,6.3,0,14,0.00,0.0,0,7.5,21.19,4.37,57.0
3,6,2023,792,91,72.0,81.5,9.2,0,17,0.00,0.0,0,10.6,18.67,4.26,67.0
3,7,2023,793,91,71.0,81.0,8.7,0,16,0.00,0.0,0,10.0,17.07,3.91,67.0
3,8,2023,794,90,74.0,82.0,9.6,0,17,0.01,0.0,0,13.9,18.48,4.28,76.0
3,9,2023,795,80,72.0,76.0,3.5,0,11,T,0.0,0,14.1,19.03,4.72,53.0
3,10,2023,796,82,66.0,74.0,1.5,0,9,0.00,0.0,0,14.3,20.35,5.29,58.0
3,11,2023,797,86,69.0,77.5,4.9,0,13,0.00,0.0,0,11.3,19.65,5.18,63.0
3,12,2023,798,88,67.0,77.5,4.8,0,13,0.00,0.0,0,11.5,21.17,4.7,65.0
3,13,2023,799,90,71.0,80.5,7.8,0,16,0.00,0.0,0,14.8,18.75,4.7,88.0
3,14,2023,800,85,71.0,78.0,5.2,0,13,0.00,0.0,0,12.9,16.5,3.49,54.0
3,15,2023,801,76,65.0,70.5,-2.4,0,6,0.03,0.0,0,15.8,11.47,3.43,48.0
3,16,2023,802,77,59.0,68.0,-5.0,0,3,0.00,0.0,0,15.4,21.87,5.09,46.0
3,17,2023,803,81,68.0,74.5,1.4,0,10,0.00,0.0,0,14.9,15.28,4.76,50.0
3,18,2023,804,87,69.0,78.0,4.8,0,13,0.00,0.0,0,12.8,19.68,4.9,63.0
3,19,2023,805,79,62.0,70.5,-2.7,0,6,0.08,0.0,0,15.6,14.81,3.09,60.0
3,20,2023,806,77,59.0,68.0,-5.3,0,3,0.29,0.0,0,19.0,11.54,2.87,47.0
3,21,2023,807,80,62.0,71.0,-2.4,0,6,0.00,0.0,0,14.7,19.67,4.27,49.0
3,22,2023,808,82,66.0,74.0,0.5,0,9,0.00,0.0,M,14.2,23.27,5.36,45.0
3,23,2023,809,83,73.0,78.0,4.4,0,13,0.00,0.0,0,13.1,22.83,5.27,45.0
3,24,2023,810,85,70.0,77.5,3.7,0,13,0.03,0.0,0,11.6,19.18,4.66,43.0
3,25,2023,811,86,74.0,80.0,6.1,0,15,0.00,0.0,0,12.8,18.59,4.32,37.0
3,26,2023,812,86,75.0,80.5,6.5,0,16,0.00,0.0,0,11.9,22.85,4.94,33.0
3,27,2023,813,87,75.0,81.0,6.9,0,16,0.00,0.0,0,12.5,21.61,4.77,51.0
3,28,2023,814,88,74.0,81.0,6.8,0,16,0.18,0.0,0,10.7,19.91,4.27,55.0
3,29,2023,815,88,68.0,78.0,3.6,0,13,0.39,0.0,0,8.8,20.38,4.26,61.0
3,30,2023,816,M,72.0,M,M,M,M,3.49,0.0,0,16.7,18.64,3.58,58.0
3,31,2023,817,83,73.0,78.0,3.4,0,13,0.00,0.0,0,17.3,21.15,5.43,50.0
4,1,2023,818,86,73.0,79.5,4.8,0,15,0.51,0.0,0,12.2,19.76,4.73,52.0
4,2,2023,819,90,72.0,81.0,6.1,0,16,0.00,0.0,0,10.3,22.11,4.64,52.0
4,3,2023,820,86,73.0,79.5,4.5,0,15,0.00,0.0,0,9.8,23.54,4.85,49.0
4,4,2023,821,86,76.0,81.0,5.8,0,16,0.00,0.0,0,11.5,20.75,4.62,42.0
4,5,2023,822,87,77.0,82.0,6.7,0,17,T,0.0,0,14.0,22.67,5.39,39.0
4,6,2023,823,87,77.0,82.0,6.6,0,17,T,0.0,0,15.5,21.6,5.39,41.0
4,7,2023,824,85,77.0,81.0,5.4,0,16,0.00,0.0,0,13.0,24.21,5.65,42.0
4,8,2023,825,86,75.0,80.5,4.8,0,16,0.04,0.0,0,10.3,22.65,5.28,44.0
4,9,2023,826,88,72.0,80.0,4.1,0,15,T,0.0,0,11.9,18.15,3.92,43.0
4,10,2023,827,80,70.0,75.0,-1.0,0,10,2.47,0.0,0,19.4,17.36,3.31,42.0
4,11,2023,828,77,68.0,72.5,-3.6,0,8,2.76,0.0,0,24.5,11.22,2.48,48.0
4,12,2023,829,76,69.0,72.5,-3.8,0,8,2.15,0.0,0,20.8,16.86,3.33,44.0
4,13,2023,830,87,73.0,80.0,3.6,0,15,0.00,0.0,0,11.2,21.69,4.25,50.0
4,14,2023,831,89,73.0,81.0,4.4,0,16,0.20,0.0,0,8.6,22.36,4.38,55.0
4,15,2023,832,89,75.0,82.0,5.3,0,17,0.00,0.0,0,9.1,23.12,4.5,53.0
4,16,2023,833,88,73.0,80.5,3.7,0,16,0.07,0.0,0,12.5,23.77,4.4,38.0
4,17,2023,834,89,69.0,79.0,2.0,0,14,0.25,0.0,0,13.9,21.78,4.28,44.0
4,18,2023,835,85,67.0,76.0,-1.1,0,11,0.00,0.0,0,14.2,26.68,5.6,67.0
4,19,2023,836,83,70.0,76.5,-0.7,0,12,0.00,0.0,0,11.5,20.1,4.95,64.0
4,20,2023,837,85,70.0,77.5,0.2,0,13,0.00,0.0,0,12.0,22.08,4.71,49.0
4,21,2023,838,85,72.0,78.5,1.0,0,14,0.20,0.0,0,7.9,22.63,4.3,44.0
4,22,2023,839,89,72.0,80.5,2.9,0,16,0.01,0.0,0,9.2,19.5,4.2,49.0
4,23,2023,840,87,73.0,80.0,2.3,0,15,0.00,0.0,0,8.5,23.4,4.5,54.0
4,24,2023,841,82,74.0,78.0,0.2,0,13,0.98,0.0,0,9.8,20.03,4.1,40.0
4,25,2023,842,87,69.0,78.0,0.1,0,13,0.23,0.0,0,11.4,20.4,4.22,41.0
4,26,2023,843,88,72.0,80.0,2.0,0,15,T,0.0,0,13.0,24.37,4.66,44.0
4,27,2023,844,89,73.0,81.0,2.8,0,16,0.00,0.0,0,13.2,24.16,4.85,39.0
4,28,2023,845,88,75.0,81.5,3.2,0,17,0.00,0.0,0,12.3,23.08,4.68,55.0
4,29,2023,846,91,78.0,84.5,6.1,0,20,0.08,0.0,0,14.6,23.71,4.69,60.0
4,30,2023,847,86,73.0,79.5,1.0,0,15,T,0.0,0,24.1,18.23,4.75,50.0
5,1,2023,848,87,70.0,78.5,-0.1,0,14,0.00,0.0,0,12.3,28.23,6.12,87.0
5,2,2023,849,90,71.0,80.5,1.8,0,16,0.00,0.0,0,11.6,27.95,6.06,60.0
5,3,2023,850,91,71.0,81.0,2.2,0,16,0.00,0.0,0,11.0,27.48,5.94,56.0
5,4,2023,851,88,69.0,78.5,-0.4,0,14,0.00,0.0,0,10.4,28.71,6.48,154.0
5,5,2023,852,88,70.0,79.0,0.0,0,14,0.00,0.0,0,14.9,26.91,5.8,97.0
5,6,2023,853,88,74.0,81.0,1.9,0,16,0.10,0.0,0,13.8,25.49,5.62,52.0
5,7,2023,854,84,74.0,79.0,-0.2,0,14,0.19,0.0,0,17.2,22.99,4.77,48.0
5,8,2023,855,86,72.0,79.0,-0.3,0,14,0.00,0.0,0,12.3,27.04,6.09,49.0
5,9,2023,856,88,72.0,80.0,0.6,0,15,0.00,0.0,0,11.8,25.64,5.57,48.0
5,10,2023,857,91,75.0,83.0,3.5,0,18,0.00,0.0,0,10.2,25.21,5.37,54.0
5,11,2023,858,88,76.0,82.0,2.5,0,17,0.00,0.0,0,13.6,26.76,5.93,55.0
5,12,2023,859,88,79.0,83.5,3.9,0,19,0.01,0.0,0,14.8,24.96,5.96,53.0
5,13,2023,860,87,79.0,83.0,3.3,0,18,T,0.0,0,13.7,25.04,5.9,59.0
5,14,2023,861,89,78.0,83.5,3.7,0,19,0.00,0.0,0,13.0,22.23,5.09,65.0
5,15,2023,862,89,75.0,82.0,2.1,0,17,0.65,0.0,0,10.6,22.13,4.37,45.0
5,16,2023,863,91,75.0,83.0,3.0,0,18,0.00,0.0,0,8.8,24.52,5.18,84.0
5,17,2023,864,91,76.0,83.5,3.4,0,19,0.04,0.0,0,11.5,24.03,5.12,51.0
5,18,2023,865,90,72.0,81.0,0.8,0,16,0.06,0.0,0,10.0,25.68,5.2,54.0
5,19,2023,866,90,76.0,83.0,2.7,0,18,1.00,0.0,0,11.0,20.18,3.94,53.0
5,20,2023,867,89,69.0,79.0,-1.4,0,14,0.00,0.0,0,10.1,25.0,5.06,34.0
5,21,2023,868,88,75.0,81.5,1.0,0,17,1.23,0.0,0,9.3,23.93,4.84,35.0
5,22,2023,869,89,76.0,82.5,1.9,0,18,0.10,0.0,0,9.0,23.61,4.89,36.0
5,23,2023,870,87,74.0,80.5,-0.2,0,16,0.59,0.0,0,8.4,18.69,3.91,36.0
5,24,2023,871,89,72.0,80.5,-0.3,0,16,0.46,0.0,0,8.2,18.89,3.62,43.0
5,25,2023,872,88,71.0,79.5,-1.4,0,15,0.61,0.0,0,11.4,20.29,3.9,41.0
5,26,2023,873,85,74.0,79.5,-1.5,0,15,0.07,0.0,0,8.6,21.32,4.1,43.0
5,27,2023,874,88,73.0,80.5,-0.7,0,16,0.00,0.0,0,8.5,23.11,4.59,44.0
5,28,2023,875,93,75.0,84.0,2.7,0,19,0.00,0.0,0,8.1,24.96,5.28,46.0
5,29,2023,876,91,73.0,82.0,0.6,0,17,0.01,0.0,0,9.2,24.15,5.17,58.0
5,30,2023,877,91,72.0,81.5,0.0,0,17,0.80,0.0,0,7.7,23.15,4.71,47.0
5,31,2023,878,87,77.0,82.0,0.4,0,17,T,0.0,0,8.3,19.85,3.9,34.0
6,1,2023,879,90,71.0,80.5,-1.2,0,16,0.04,0.0,0,7.2,21.49,4.27,45.0
6,2,2023,880,88,73.0,80.5,-1.3,0,16,0.02,0.0,0,7.6,19.0,3.69,51.0
6,3,2023,881,88,73.0,80.5,-1.4,0,16,0.18,0.0,0,5.2,21.91,4.32,49.0
6,4,2023,882,90,73.0,81.5,-0.5,0,17,0.33,0.0,0,8.3,18.26,3.55,41.0
6,5,2023,883,92,73.0,82.5,0.5,0,18,0.09,0.0,0,9.8,23.66,4.7,41.0
6,6,2023,884,85,71.0,78.0,-4.1,0,13,0.01,0.0,0,8.2,20.52,4.23,54.0
6,7,2023,885,89,75.0,82.0,-0.2,0,17,0.21,0.0,0,11.6,22.75,4.57,46.0
6,8,2023,886,91,76.0,83.5,1.2,0,19,0.70,0.0,0,12.5,22.53,4.55,48.0
6,9,2023,887,92,76.0,84.0,1.6,0,19,0.00,0.0,0,12.8,21.88,4.51,45.0
6,10,2023,888,91,77.0,84.0,1.5,0,19,0.00,0.0,0,10.1,24.44,4.98,46.0
6,11,2023,889,90,78.0,84.0,1.4,0,19,0.20,0.0,0,11.7,24.21,4.81,43.0
6,12,2023,890,89,77.0,83.0,0.4,0,18,0.39,0.0,0,13.5,20.29,4.04,37.0
6,13,2023,891,92,78.0,85.0,2.3,0,20,0.00,0.0,0,12.3,23.4,4.69,38.0
6,14,2023,892,93,77.0,85.0,2.2,0,20,0.00,0.0,0,13.3,24.85,5.15,44.0
6,15,2023,893,93,81.0,87.0,4.1,0,22,0.00,0.0,0,11.0,26.08,5.42,52.0
6,16,2023,894,95,81.0,88.0,5.1,0,23,0.02,0.0,0,12.1,21.72,5.0,52.0
6,17,2023,895,94,78.0,86.0,3.0,0,21,0.42,0.0,0,11.3,23.14,4.87,46.0
6,18,2023,896,91,77.0,84.0,0.9,0,19,0.07,0.0,0,13.7,20.34,4.22,46.0
6,19,2023,897,94,71.0,82.5,-0.6,0,18,3.04,0.0,0,8.9,16.77,3.58,48.0
6,20,2023,898,91,73.0,82.0,-1.2,0,17,0.11,0.0,0,12.3,25.42,5.25,48.0
6,21,2023,899,91,73.0,82.0,-1.2,0,17,0.00,0.0,0,11.9,24.24,4.95,41.0
6,22,2023,900,88,78.0,83.0,-0.3,0,18,0.07,0.0,0,10.9,20.13,4.28,38.0
6,23,2023,901,92,80.0,86.0,2.7,0,21,0.00,0.0,0,14.1,21.54,4.46,47.0
6,24,2023,902,92,75.0,83.5,0.1,0,19,0.42,0.0,0,11.5,17.96,3.71,56.0
6,25,2023,903,90,76.0,83.0,-0.4,0,18,1.15,0.0,0,5.6,16.27,3.38,41.0
6,26,2023,904,91,76.0,83.5,0.0,0,19,0.11,0.0,0,7.0,20.7,4.11,38.0
6,27,2023,905,95,78.0,86.5,3.0,0,22,0.00,0.0,0,8.4,23.79,4.89,36.0
6,28,2023,906,95,76.0,85.5,2.0,0,21,0.00,0.0,0,8.8,23.93,5.08,64.0
6,29,2023,907,95,80.0,87.5,3.9,0,23,0.26,0.0,0,7.3,22.47,4.57,49.0
6,30,2023,908,92,79.0,85.5,1.9,0,21,0.03,0.0,0,6.2,20.33,4.22,44.0
7,1,2023,909,90,79.0,84.5,0.9,0,20,0.47,0.0,0,7.3,20.4,4.15,36.0
7,2,2023,910,93,77.0,85.0,1.3,0,20,3.47,0.0,0,6.4,22.42,4.56,35.0
7,3,2023,911,94,79.0,86.5,2.8,0,22,0.67,0.0,0,8.7,23.57,4.87,39.0
7,4,2023,912,93,80.0,86.5,2.8,0,22,0.09,0.0,0,8.2,21.63,4.51,72.0
7,5,2023,913,94,80.0,87.0,3.2,0,22,0.01,0.0,0,7.8,22.99,4.76,87.0
7,6,2023,914,95,82.0,88.5,4.7,0,24,0.02,0.0,0,7.1,23.86,5.05,62.0
7,7,2023,915,97,80.0,88.5,4.7,0,24,0.25,0.0,0,9.3,20.63,4.32,48.0
7,8,2023,916,96,76.0,86.0,2.2,0,21,0.00,0.0,0,9.6,22.4,4.82,54.0
7,9,2023,917,94,75.0,84.5,0.6,0,20,0.00,0.0,0,10.5,25.77,5.56,59.0
7,10,2023,918,95,78.0,86.5,2.6,0,22,0.00,0.0,0,8.4,23.88,5.28,72.0
7,11,2023,919,96,77.0,86.5,2.6,0,22,0.00,0.0,0,9.7,25.47,5.65,73.0
7,12,2023,920,97,80.0,88.5,4.6,0,24,0.00,0.0,0,8.7,23.46,5.2,61.0
7,13,2023,921,95,80.0,87.5,3.5,0,23,0.02,0.0,0,7.1,22.45,4.9,53.0
7,14,2023,922,95,79.0,87.0,3.0,0,22,0.25,0.0,0,7.8,25.06,5.14,49.0
7,15,2023,923,93,75.0,84.0,0.0,0,19,0.05,0.0,0,7.2,23.27,4.83,42.0
7,16,2023,924,95,75.0,85.0,0.9,0,20,0.11,0.0,0,8.4,21.77,4.85,54.0
7,17,2023,925,94,77.0,85.5,1.4,0,21,0.32,M,M,8.9,16.56,3.62,52.0
7,18,2023,926,91,78.0,84.5,0.4,0,20,0.04,0.0,0,10.3,19.48,4.15,46.0
7,19,2023,927,92,79.0,85.5,1.4,0,21,0.18,0.0,0,8.4,15.45,3.34,41.0
7,20,2023,928,94,84.0,89.0,4.8,0,24,0.21,0.0,0,10.9,22.08,4.78,79.0
7,21,2023,929,94,82.0,88.0,3.8,0,23,0.00,0.0,0,9.1,21.18,4.56,68.0
7,22,2023,930,97,81.0,89.0,4.8,0,24,0.00,0.0,0,6.9,24.89,5.31,61.0
7,23,2023,931,98,82.0,90.0,5.8,0,25,0.00,0.0,0,6.4,26.38,5.82,74.0
7,24,2023,932,96,83.0,89.5,5.2,0,25,0.00,0.0,0,7.3,26.92,5.8,83.0
7,25,2023,933,95,83.0,89.0,4.7,0,24,0.00,0.0,0,9.0,24.23,5.24,80.0
7,26,2023,934,90,76.0,83.0,-1.3,0,18,0.20,0.0,0,12.5,18.4,3.93,60.0
7,27,2023,935,89,77.0,83.0,-1.3,0,18,0.13,0.0,0,10.4,16.93,3.7,35.0
7,28,2023,936,88,76.0,82.0,-2.4,0,17,0.92,0.0,0,11.1,11.71,2.73,43.0
7,29,2023,937,93,81.0,87.0,2.6,0,22,T,0.0,0,7.7,25.54,5.6,39.0
7,30,2023,938,94,82.0,88.0,3.6,0,23,0.00,0.0,0,8.1,23.23,4.77,32.0
7,31,2023,939,94,81.0,87.5,3.1,0,23,0.01,0.0,0,9.2,25.05,5.31,37.0
8,1,2023,940,94,81.0,87.5,3.1,0,23,T,0.0,0,5.4,19.17,4.0,33.0
8,2,2023,941,94,79.0,86.5,2.1,0,22,0.27,0.0,0,7.0,20.39,4.22,44.0
8,3,2023,942,92,79.0,85.5,1.1,0,21,0.46,0.0,0,7.7,23.65,4.92,38.0
8,4,2023,943,91,77.0,84.0,-0.5,0,19,1.69,0.0,0,9.8,19.48,3.94,36.0
8,5,2023,944,94,81.0,87.5,3.0,0,23,0.62,0.0,0,8.1,20.49,4.32,41.0
8,6,2023,945,95,82.0,88.5,4.0,0,24,0.26,0.0,0,7.6,24.66,5.37,41.0
8,7,2023,946,95,83.0,89.0,4.5,0,24,0.00,0.0,0,7.7,23.59,4.97,55.0
8,8,2023,947,95,83.0,89.0,4.6,0,24,0.02,0.0,0,10.9,21.41,4.67,58.0
8,9,2023,948,95,83.0,89.0,4.6,0,24,0.01,0.0,0,8.1,19.09,4.03,61.0
8,10,2023,949,94,81.0,87.5,3.1,0,23,0.05,0.0,0,9.9,21.09,4.5,58.0
8,11,2023,950,94,80.0,87.0,2.6,0,22,0.76,0.0,0,6.6,21.75,4.61,54.0
8,12,2023,951,93,83.0,88.0,3.6,0,23,T,0.0,0,12.8,22.54,4.77,29.0
8,13,2023,952,94,82.0,88.0,3.6,0,23,T,0.0,0,12.5,21.43,5.12,40.0
8,14,2023,953,94,83.0,88.5,4.1,0,24,0.00,0.0,0,7.5,25.1,5.51,60.0
8,15,2023,954,96,78.0,87.0,2.7,0,22,0.03,0.0,0,9.9,18.73,3.92,40.0
8,16,2023,955,92,78.0,85.0,0.7,0,20,0.15,0.0,0,11.9,20.39,4.25,34.0
8,17,2023,956,93,75.0,84.0,-0.3,0,19,3.42,0.0,0,12.1,13.17,3.07,55.0
8,18,2023,957,90,77.0,83.5,-0.7,0,19,0.21,0.0,0,6.5,20.27,4.33,54.0
8,19,2023,958,92,77.0,84.5,0.3,0,20,0.93,0.0,0,11.4,18.26,3.74,43.0
8,20,2023,959,90,78.0,84.0,-0.2,0,19,0.17,0.0,0,16.1,17.79,4.04,64.0
8,21,2023,960,91,82.0,86.5,2.4,0,22,0.10,0.0,0,16.3,21.38,4.86,47.0
8,22,2023,961,92,80.0,86.0,1.9,0,21,0.03,0.0,0,15.9,23.82,5.74,72.0
8,23,2023,962,93,80.0,86.5,2.5,0,22,0.12,0.0,0,10.3,22.9,5.14,60.0
8,24,2023,963,94,78.0,86.0,2.0,0,21,0.24,0.0,0,11.0,23.17,5.2,60.0
8,25,2023,964,93,81.0,87.0,3.1,0,22,0.01,0.0,0,12.0,23.14,5.25,55.0
8,26,2023,965,92,80.0,86.0,2.1,0,21,0.00,0.0,0,9.5,22.89,5.06,37.0
8,27,2023,966,93,80.0,86.5,2.7,0,22,T,0.0,0,8.5,20.88,4.47,33.0
8,28,2023,967,91,80.0,85.5,1.7,0,21,0.07,0.0,0,10.1,18.54,3.99,35.0
8,29,2023,968,93,78.0,85.5,1.8,0,21,0.48,0.0,0,20.0,16.81,3.43,34.0
8,30,2023,969,94,83.0,88.5,4.8,0,24,0.00,0.0,0,22.8,20.56,4.64,54.0
8,31,2023,970,96,79.0,87.5,3.9,0,23,0.15,0.0,0,11.5,21.18,4.5,54.0
9,1,2023,971,95,76.0,85.5,1.9,0,21,0.13,0.0,0,6.2,22.06,4.52,48.0
9,2,2023,972,91,77.0,84.0,0.5,0,19,0.11,0.0,M,12.5,19.37,4.45,39.0
9,3,2023,973,91,77.0,84.0,0.5,0,19,0.00,0.0,0,13.9,21.0,5.85,39.0
9,4,2023,974,91,82.0,86.5,3.0,0,22,0.00,0.0,0,11.7,21.54,5.74,39.0
9,5,2023,975,92,81.0,86.5,3.1,0,22,0.00,0.0,0,9.2,21.12,5.26,38.0
9,6,2023,976,92,78.0,85.0,1.6,0,20,0.00,0.0,0,7.9,22.29,5.03,53.0
9,7,2023,977,93,79.0,86.0,2.7,0,21,0.00,0.0,0,8.1,23.34,5.17,52.0
9,8,2023,978,92,76.0,84.0,0.7,0,19,0.00,0.0,0,9.8,23.22,4.86,48.0
