month,day,year,days,high_temp,low_temp,avg_temp,departure,HDD,CDD,precipitation,new_snow,snow_depth,windspeed_10m_max_(mp/h),shortwave_radiation_sum_(MJ/m²),et0_fao_evapotranspiration_(mm),AQI,average_ocean_temp,tide_height(ft)
8,21,2023,960,91,82.0,86.5,2.4,0,22,0.10,0.0,0,16.3,21.38,4.86,47.0,85.79166666666667,0.6566666666666666
8,22,2023,961,92,80.0,86.0,1.9,0,21,0.03,0.0,0,15.9,23.82,5.74,72.0,85.84999999999998,0.7379166666666667
8,23,2023,962,93,80.0,86.5,2.5,0,22,0.12,0.0,0,10.3,22.9,5.14,60.0,86.39583333333333,0.6991666666666667
8,24,2023,963,94,78.0,86.0,2.0,0,21,0.24,0.0,0,11.0,23.17,5.2,60.0,87.02916666666668,0.8529166666666667
8,25,2023,964,93,81.0,87.0,3.1,0,22,0.01,0.0,0,12.0,23.14,5.25,55.0,87.2625,0.8366666666666666
8,26,2023,965,92,80.0,86.0,2.1,0,21,0.00,0.0,0,9.5,22.89,5.06,37.0,87.22916666666667,0.8545833333333334
8,27,2023,966,93,80.0,86.5,2.7,0,22,0.001,0.0,0,8.5,20.88,4.47,33.0,87.7375,0.9229166666666666
8,28,2023,967,91,80.0,85.5,1.7,0,21,0.07,0.0,0,10.1,18.54,3.99,35.0,88.16666666666667,0.8604166666666666
8,29,2023,968,93,78.0,85.5,1.8,0,21,0.48,0.0,0,20.0,16.81,3.43,34.0,88.05416666666667,0.7275
8,30,2023,969,94,83.0,88.5,4.8,0,24,0.00,0.0,0,22.8,20.56,4.64,54.0,86.875,0.5945833333333334
8,31,2023,970,96,79.0,87.5,3.9,0,23,0.15,0.0,0,11.5,21.18,4.5,54.0,86.83333333333333,0.3525
9,1,2023,971,95,76.0,85.5,1.9,0,21,0.13,0.0,0,6.2,22.06,4.52,48.0,87.04166666666667,0.2102166666666667
9,2,2023,972,91,77.0,84.0,0.5,0,19,0.11,0.0,M,12.5,19.37,4.45,39.0,87.46666666666665,0.2380041666666666
9,3,2023,973,91,77.0,84.0,0.5,0,19,0.00,0.0,0,13.9,21.0,5.85,39.0,86.10833333333335,0.2610875
9,4,2023,974,91,82.0,86.5,3.0,0,22,0.00,0.0,0,11.7,21.54,5.74,39.0,85.47083333333335,0.2754374999999999
9,5,2023,975,92,81.0,86.5,3.1,0,22,0.00,0.0,0,9.2,21.12,5.26,38.0,85.68333333333332,0.2794333333333333
9,6,2023,976,92,78.0,85.0,1.6,0,20,0.00,0.0,0,7.9,22.29,5.03,53.0,85.89999999999999,0.2757291666666667
9,7,2023,977,93,79.0,86.0,2.7,0,21,0.00,0.0,0,8.1,23.34,5.17,52.0,86.31666666666666,0.2698291666666667
9,8,2023,978,92,76.0,84.0,0.7,0,19,0.00,0.0,0,9.8,23.22,4.86,48.0,86.74583333333332,0.2664666666666667
9,9,2023,979,92,77.0,84.5,1.3,0,20,0.33,0.0,0,7.6,20.24,3.96,42.0,87.12083333333334,0.2666
9,10,2023,980,91,77.0,84.0,0.8,0,19,1.90,0.0,0,7.4,21.03,4.44,44.0,87.2625,0.2685583333333333
9,11,2023,981,93,79.0,86.0,2.9,0,21,0.00,0.0,0,7.2,21.5,4.54,54.0,87.72916666666667,0.2716874999999999
9,12,2023,982,94,80.0,87.0,3.9,0,22,0.00,0.0,0,8.7,20.34,4.53,36.0,88.09999999999998,0.2776125
9,13,2023,983,96,82.0,89.0,5.9,0,24,0.01,0.0,0,8.5,21.68,4.83,35.0,87.95833333333333,0.2879666666666666
9,14,2023,984,93,79.0,86.0,3.0,0,21,0.20,0.0,0,6.7,20.6,4.33,34.0,87.94583333333333,0.3019
9,15,2023,985,91,78.0,84.5,1.5,0,20,0.38,0.0,0,7.4,19.32,4.03,39.0,88.38333333333333,0.3167666666666667
9,16,2023,986,91,76.0,83.5,0.6,0,19,4.40,0.0,0,9.0,17.76,3.78,35.0,88.25833333333333,0.3306374999999999
9,17,2023,987,92,77.0,84.5,1.6,0,20,0.83,0.0,0,8.8,19.32,4.26,31.0,87.83750000000002,0.3437124999999999
