day,month,year,daily_high_temperature
16.0,8.0,2018.0,87.3
16.0,8.0,2019.0,88.3
16.0,8.0,2020.0,88.3
16.0,8.0,2021.0,88.4
16.0,8.0,2022.0,88.9
16.0,8.0,2023.0,88.0
16.0,9.0,2015.0,83.8
16.0,9.0,2016.0,88.2
16.0,9.0,2017.0,87.6
16.0,9.0,2018.0,87.7
16.0,9.0,2019.0,88.6
16.0,9.0,2020.0,87.0
16.0,9.0,2021.0,84.2
16.0,9.0,2022.0,82.1
16.0,9.0,2023.0,87.5
16.0,10.0,2015.0,81.6
16.0,10.0,2016.0,80.0
16.0,10.0,2017.0,84.3
16.0,10.0,2018.0,84.9
16.0,10.0,2019.0,85.9
16.0,10.0,2020.0,83.0
16.0,10.0,2021.0,84.8
16.0,10.0,2022.0,83.1
16.0,11.0,2015.0,79.7
16.0,11.0,2016.0,77.1
16.0,11.0,2017.0,77.4
16.0,11.0,2018.0,75.4
16.0,11.0,2019.0,74.6
16.0,11.0,2020.0,82.5
16.0,11.0,2021.0,77.4
16.0,11.0,2022.0,83.1
16.0,12.0,2015.0,81.0
16.0,12.0,2016.0,77.1
16.0,12.0,2017.0,76.8
16.0,12.0,2018.0,77.0
16.0,12.0,2019.0,80.7
16.0,12.0,2020.0,80.4
16.0,12.0,2021.0,79.3
16.0,12.0,2022.0,76.7
17.0,1.0,2015.0,74.2
17.0,1.0,2016.0,76.9
17.0,1.0,2017.0,78.0
17.0,1.0,2018.0,73.6
17.0,1.0,2019.0,74.7
17.0,1.0,2020.0,77.1
17.0,1.0,2021.0,68.7
17.0,1.0,2022.0,71.3
17.0,1.0,2023.0,73.4
17.0,2.0,2015.0,81.0
17.0,2.0,2016.0,74.4
17.0,2.0,2017.0,76.6
17.0,2.0,2018.0,80.7
17.0,2.0,2019.0,81.1
17.0,2.0,2020.0,80.3
17.0,2.0,2021.0,82.1
17.0,2.0,2022.0,78.3
17.0,2.0,2023.0,79.5
17.0,3.0,2015.0,85.5
17.0,3.0,2016.0,82.9
17.0,3.0,2017.0,72.5
17.0,3.0,2018.0,79.0
17.0,3.0,2019.0,81.7
17.0,3.0,2020.0,80.8
17.0,3.0,2021.0,81.4
17.0,3.0,2022.0,81.6
17.0,3.0,2023.0,77.1
17.0,4.0,2015.0,86.7
17.0,4.0,2016.0,76.3
17.0,4.0,2017.0,77.9
17.0,4.0,2018.0,78.0
17.0,4.0,2019.0,80.5
17.0,4.0,2020.0,85.3
17.0,4.0,2021.0,86.4
17.0,4.0,2022.0,81.9
17.0,4.0,2023.0,82.8
17.0,5.0,2015.0,83.9
17.0,5.0,2016.0,82.7
17.0,5.0,2017.0,83.7
17.0,5.0,2018.0,79.9
17.0,5.0,2019.0,81.2
17.0,5.0,2020.0,86.2
17.0,5.0,2021.0,80.8
17.0,5.0,2022.0,85.5
17.0,5.0,2023.0,86.4
17.0,6.0,2015.0,87.6
17.0,6.0,2016.0,85.2
17.0,6.0,2017.0,84.1
17.0,6.0,2018.0,85.1
17.0,6.0,2019.0,81.1
17.0,6.0,2020.0,84.3
17.0,6.0,2021.0,83.8
17.0,6.0,2022.0,85.7
17.0,6.0,2023.0,89.2
17.0,7.0,2015.0,88.9
17.0,7.0,2016.0,87.4
17.0,7.0,2017.0,86.4
17.0,7.0,2018.0,87.8
17.0,7.0,2019.0,88.2
17.0,7.0,2020.0,85.3
17.0,7.0,2021.0,84.4
17.0,7.0,2022.0,86.1
17.0,7.0,2023.0,88.1
17.0,8.0,2015.0,89.7
17.0,8.0,2016.0,84.6
17.0,8.0,2017.0,88.8
17.0,8.0,2018.0,86.3
17.0,8.0,2019.0,88.0
17.0,8.0,2020.0,89.1
17.0,8.0,2021.0,86.6
17.0,8.0,2022.0,88.4
17.0,8.0,2023.0,87.7
17.0,9.0,2015.0,82.7
17.0,9.0,2016.0,88.1
17.0,9.0,2017.0,88.5
17.0,9.0,2018.0,86.5
17.0,9.0,2019.0,89.1
17.0,9.0,2020.0,87.1
17.0,9.0,2021.0,86.4
17.0,9.0,2022.0,83.4
17.0,9.0,2023.0,87.9
17.0,10.0,2015.0,81.5
17.0,10.0,2016.0,83.2
17.0,10.0,2017.0,83.0
17.0,10.0,2018.0,85.3
17.0,10.0,2019.0,86.2
17.0,10.0,2020.0,83.2
17.0,10.0,2021.0,84.6
17.0,10.0,2022.0,83.7
17.0,11.0,2015.0,81.0
17.0,11.0,2016.0,77.5
17.0,11.0,2017.0,77.6
17.0,11.0,2018.0,76.7
17.0,11.0,2019.0,70.4
17.0,11.0,2020.0,79.4
17.0,11.0,2021.0,79.5
17.0,11.0,2022.0,77.6
17.0,12.0,2015.0,81.3
17.0,12.0,2016.0,80.1
17.0,12.0,2017.0,78.5
17.0,12.0,2018.0,71.0
17.0,12.0,2019.0,82.3
17.0,12.0,2020.0,80.5
17.0,12.0,2021.0,79.7
17.0,12.0,2022.0,76.5
18.0,1.0,2015.0,76.4
18.0,1.0,2016.0,65.3
18.0,1.0,2017.0,79.9
18.0,1.0,2018.0,60.9
18.0,1.0,2019.0,76.7
18.0,1.0,2020.0,75.5
18.0,1.0,2021.0,70.5
18.0,1.0,2022.0,65.8
18.0,1.0,2023.0,77.2
18.0,2.0,2015.0,70.7
18.0,2.0,2016.0,74.9
18.0,2.0,2017.0,80.1
18.0,2.0,2018.0,79.3
18.0,2.0,2019.0,82.1
18.0,2.0,2020.0,80.3
18.0,2.0,2021.0,81.8
18.0,2.0,2022.0,81.5
18.0,2.0,2023.0,78.5
18.0,3.0,2015.0,83.7
18.0,3.0,2016.0,85.1
18.0,3.0,2017.0,75.8
18.0,3.0,2018.0,82.8
18.0,3.0,2019.0,79.2
18.0,3.0,2020.0,80.0
18.0,3.0,2021.0,83.6
18.0,3.0,2022.0,82.5
18.0,3.0,2023.0,83.1
18.0,4.0,2015.0,87.8
18.0,4.0,2016.0,77.4
18.0,4.0,2017.0,79.8
18.0,4.0,2018.0,80.9
18.0,4.0,2019.0,84.0
18.0,4.0,2020.0,87.7
18.0,4.0,2021.0,87.3
18.0,4.0,2022.0,84.2
18.0,4.0,2023.0,79.7
18.0,5.0,2015.0,84.8
18.0,5.0,2016.0,85.2
18.0,5.0,2017.0,83.7
18.0,5.0,2018.0,82.1
18.0,5.0,2019.0,82.2
18.0,5.0,2020.0,83.7
18.0,5.0,2021.0,82.3
18.0,5.0,2022.0,86.6
18.0,5.0,2023.0,86.8
18.0,6.0,2015.0,89.1
18.0,6.0,2016.0,89.2
18.0,6.0,2017.0,84.8
18.0,6.0,2018.0,86.0
18.0,6.0,2019.0,84.0
18.0,6.0,2020.0,83.7
18.0,6.0,2021.0,87.1
18.0,6.0,2022.0,87.3
18.0,6.0,2023.0,86.5
18.0,7.0,2015.0,89.1
18.0,7.0,2016.0,87.5
18.0,7.0,2017.0,86.3
18.0,7.0,2018.0,88.4
18.0,7.0,2019.0,86.1
18.0,7.0,2020.0,85.3
18.0,7.0,2021.0,85.5
18.0,7.0,2022.0,87.6
18.0,7.0,2023.0,86.9
18.0,8.0,2015.0,90.6
18.0,8.0,2016.0,85.2
18.0,8.0,2017.0,88.6
18.0,8.0,2018.0,85.7
18.0,8.0,2019.0,88.4
18.0,8.0,2020.0,88.2
18.0,8.0,2021.0,87.9
18.0,8.0,2022.0,90.0
18.0,8.0,2023.0,88.1
18.0,9.0,2015.0,84.4
18.0,9.0,2016.0,87.7
18.0,9.0,2017.0,87.3
18.0,9.0,2018.0,85.6
18.0,9.0,2019.0,87.0
18.0,9.0,2020.0,88.1
18.0,9.0,2021.0,86.4
18.0,9.0,2022.0,85.8
18.0,9.0,2023.0,88.6
18.0,10.0,2015.0,82.2
18.0,10.0,2016.0,82.1
18.0,10.0,2017.0,81.9
18.0,10.0,2018.0,85.0
18.0,10.0,2019.0,85.4
18.0,10.0,2020.0,82.1
18.0,10.0,2021.0,81.8
18.0,10.0,2022.0,84.5
18.0,11.0,2015.0,82.6
18.0,11.0,2016.0,77.2
18.0,11.0,2017.0,79.4
18.0,11.0,2018.0,80.1
18.0,11.0,2019.0,74.2
18.0,11.0,2020.0,77.4
18.0,11.0,2021.0,79.0
18.0,11.0,2022.0,77.3
18.0,12.0,2015.0,82.5
18.0,12.0,2016.0,81.9
18.0,12.0,2017.0,79.3
18.0,12.0,2018.0,73.7
18.0,12.0,2019.0,79.7
18.0,12.0,2020.0,68.9
18.0,12.0,2021.0,79.0
18.0,12.0,2022.0,77.0
19.0,1.0,2015.0,72.2
19.0,1.0,2016.0,62.6
19.0,1.0,2017.0,79.9
19.0,1.0,2018.0,68.4
19.0,1.0,2019.0,77.0
19.0,1.0,2020.0,80.2
19.0,1.0,2021.0,72.7
19.0,1.0,2022.0,72.8
19.0,1.0,2023.0,80.2
19.0,2.0,2015.0,58.8
19.0,2.0,2016.0,70.8
19.0,2.0,2017.0,84.5
19.0,2.0,2018.0,79.6
19.0,2.0,2019.0,80.4
19.0,2.0,2020.0,81.2
19.0,2.0,2021.0,81.6
19.0,2.0,2022.0,80.4
19.0,2.0,2023.0,80.8
19.0,3.0,2015.0,82.4
19.0,3.0,2016.0,82.8
19.0,3.0,2017.0,83.2
19.0,3.0,2018.0,83.9
19.0,3.0,2019.0,70.5
19.0,3.0,2020.0,79.7
19.0,3.0,2021.0,82.2
19.0,3.0,2022.0,82.9
19.0,3.0,2023.0,79.3
19.0,4.0,2015.0,87.7
19.0,4.0,2016.0,77.1
19.0,4.0,2017.0,78.7
19.0,4.0,2018.0,83.6
19.0,4.0,2019.0,85.8
19.0,4.0,2020.0,86.8
19.0,4.0,2021.0,87.0
19.0,4.0,2022.0,83.1
19.0,4.0,2023.0,78.3
19.0,5.0,2015.0,85.5
19.0,5.0,2016.0,85.7
19.0,5.0,2017.0,85.2
19.0,5.0,2018.0,76.5
19.0,5.0,2019.0,83.0
19.0,5.0,2020.0,84.0
19.0,5.0,2021.0,81.0
19.0,5.0,2022.0,87.2
19.0,5.0,2023.0,84.2
19.0,6.0,2015.0,89.3
19.0,6.0,2016.0,82.9
19.0,6.0,2017.0,82.8
19.0,6.0,2018.0,84.8
19.0,6.0,2019.0,86.9
19.0,6.0,2020.0,81.9
19.0,6.0,2021.0,87.8
19.0,6.0,2022.0,86.2
19.0,6.0,2023.0,86.4
19.0,7.0,2015.0,88.9
19.0,7.0,2016.0,87.8
19.0,7.0,2017.0,86.4
19.0,7.0,2018.0,88.8
19.0,7.0,2019.0,87.2
19.0,7.0,2020.0,86.4
19.0,7.0,2021.0,86.4
19.0,7.0,2022.0,87.5
19.0,7.0,2023.0,84.7
19.0,8.0,2015.0,90.6
19.0,8.0,2016.0,87.3
19.0,8.0,2017.0,87.9
19.0,8.0,2018.0,84.2
19.0,8.0,2019.0,85.5
19.0,8.0,2020.0,86.0
19.0,8.0,2021.0,87.3
19.0,8.0,2022.0,88.7
19.0,8.0,2023.0,84.0
19.0,9.0,2015.0,88.2
19.0,9.0,2016.0,89.3
19.0,9.0,2017.0,88.5
19.0,9.0,2018.0,86.3
19.0,9.0,2019.0,83.3
19.0,9.0,2020.0,88.5
19.0,9.0,2021.0,83.7
19.0,9.0,2022.0,84.8
19.0,9.0,2023.0,83.4
19.0,10.0,2015.0,78.5
19.0,10.0,2016.0,82.8
19.0,10.0,2017.0,83.2
19.0,10.0,2018.0,85.0
19.0,10.0,2019.0,84.3
19.0,10.0,2020.0,80.0
19.0,10.0,2021.0,81.5
19.0,10.0,2022.0,75.9
19.0,11.0,2015.0,82.4
19.0,11.0,2016.0,78.6
19.0,11.0,2017.0,79.8
19.0,11.0,2018.0,82.0
19.0,11.0,2019.0,79.1
19.0,11.0,2020.0,77.2
19.0,11.0,2021.0,78.3
19.0,11.0,2022.0,78.5
19.0,12.0,2015.0,74.1
19.0,12.0,2016.0,81.5
19.0,12.0,2017.0,79.3
19.0,12.0,2018.0,77.0
19.0,12.0,2019.0,71.1
19.0,12.0,2020.0,73.9
19.0,12.0,2021.0,82.4
19.0,12.0,2022.0,75.6
20.0,1.0,2015.0,73.4
20.0,1.0,2016.0,69.5
20.0,1.0,2017.0,81.0
20.0,1.0,2018.0,73.5
20.0,1.0,2019.0,71.7
20.0,1.0,2020.0,74.7
20.0,1.0,2021.0,73.8
20.0,1.0,2022.0,75.7
20.0,1.0,2023.0,80.2
20.0,2.0,2015.0,64.1
20.0,2.0,2016.0,72.2
20.0,2.0,2017.0,78.7
20.0,2.0,2018.0,80.8
20.0,2.0,2019.0,81.0
20.0,2.0,2020.0,81.4
20.0,2.0,2021.0,72.0
20.0,2.0,2022.0,75.2
20.0,2.0,2023.0,81.7
20.0,3.0,2015.0,85.3
20.0,3.0,2016.0,80.6
20.0,3.0,2017.0,75.0
20.0,3.0,2018.0,86.1
20.0,3.0,2019.0,76.0
20.0,3.0,2020.0,80.5
20.0,3.0,2021.0,78.4
20.0,3.0,2022.0,82.8
20.0,3.0,2023.0,72.9
20.0,4.0,2015.0,88.2
20.0,4.0,2016.0,77.4
20.0,4.0,2017.0,77.7
20.0,4.0,2018.0,85.5
20.0,4.0,2019.0,79.4
20.0,4.0,2020.0,90.6
20.0,4.0,2021.0,85.5
20.0,4.0,2022.0,78.9
20.0,4.0,2023.0,79.5
20.0,5.0,2015.0,88.7
20.0,5.0,2016.0,85.5
20.0,5.0,2017.0,85.5
20.0,5.0,2018.0,77.8
20.0,5.0,2019.0,82.8
20.0,5.0,2020.0,85.9
20.0,5.0,2021.0,80.3
20.0,5.0,2022.0,82.5
20.0,5.0,2023.0,85.4
20.0,6.0,2015.0,90.0
20.0,6.0,2016.0,81.9
20.0,6.0,2017.0,85.4
20.0,6.0,2018.0,87.0
20.0,6.0,2019.0,89.3
20.0,6.0,2020.0,84.9
20.0,6.0,2021.0,87.0
20.0,6.0,2022.0,85.8
20.0,6.0,2023.0,87.9
20.0,7.0,2015.0,89.5
20.0,7.0,2016.0,83.5
20.0,7.0,2017.0,84.2
20.0,7.0,2018.0,87.8
20.0,7.0,2019.0,85.5
20.0,7.0,2020.0,84.1
20.0,7.0,2021.0,86.2
20.0,7.0,2022.0,87.9
20.0,7.0,2023.0,88.6
20.0,8.0,2015.0,90.1
20.0,8.0,2016.0,89.1
20.0,8.0,2017.0,86.4
20.0,8.0,2018.0,85.5
20.0,8.0,2019.0,82.8
20.0,8.0,2020.0,87.8
20.0,8.0,2021.0,88.1
20.0,8.0,2022.0,87.4
20.0,8.0,2023.0,87.3
20.0,9.0,2015.0,88.4
20.0,9.0,2016.0,87.0
20.0,9.0,2017.0,88.0
20.0,9.0,2018.0,87.4
20.0,9.0,2019.0,83.4
20.0,9.0,2020.0,87.9
20.0,9.0,2021.0,83.3
20.0,9.0,2022.0,87.7
20.0,9.0,2023.0,83.6
20.0,10.0,2015.0,79.8
20.0,10.0,2016.0,79.5
20.0,10.0,2017.0,82.8
20.0,10.0,2018.0,85.8
20.0,10.0,2019.0,87.0
20.0,10.0,2020.0,81.0
20.0,10.0,2021.0,81.8
20.0,10.0,2022.0,77.8
20.0,11.0,2015.0,80.6
20.0,11.0,2016.0,75.6
20.0,11.0,2017.0,76.5
20.0,11.0,2018.0,82.8
20.0,11.0,2019.0,75.1
20.0,11.0,2020.0,78.7
20.0,11.0,2021.0,78.9
20.0,11.0,2022.0,78.0
20.0,12.0,2015.0,75.4
20.0,12.0,2016.0,79.5
20.0,12.0,2017.0,79.6
20.0,12.0,2018.0,81.5
20.0,12.0,2019.0,75.6
20.0,12.0,2020.0,78.3
20.0,12.0,2021.0,78.9
20.0,12.0,2022.0,77.3
21.0,1.0,2015.0,79.3
21.0,1.0,2016.0,71.3
21.0,1.0,2017.0,80.1
21.0,1.0,2018.0,75.1
21.0,1.0,2019.0,67.4
21.0,1.0,2020.0,68.4
21.0,1.0,2021.0,75.5
21.0,1.0,2022.0,78.6
21.0,1.0,2023.0,79.4
21.0,2.0,2015.0,72.1
21.0,2.0,2016.0,75.1
21.0,2.0,2017.0,77.2
21.0,2.0,2018.0,80.0
21.0,2.0,2019.0,80.5
21.0,2.0,2020.0,77.7
21.0,2.0,2021.0,72.9
21.0,2.0,2022.0,76.5
21.0,2.0,2023.0,82.5
21.0,3.0,2015.0,85.8
21.0,3.0,2016.0,72.9
21.0,3.0,2017.0,77.3
21.0,3.0,2018.0,79.9
21.0,3.0,2019.0,76.1
21.0,3.0,2020.0,81.5
21.0,3.0,2021.0,76.7
21.0,3.0,2022.0,77.3
21.0,3.0,2023.0,76.1
21.0,4.0,2015.0,87.1
21.0,4.0,2016.0,78.2
21.0,4.0,2017.0,79.8
21.0,4.0,2018.0,83.5
21.0,4.0,2019.0,79.2
21.0,4.0,2020.0,90.2
21.0,4.0,2021.0,82.4
21.0,4.0,2022.0,79.2
21.0,4.0,2023.0,79.9
21.0,5.0,2015.0,89.2
21.0,5.0,2016.0,86.8
21.0,5.0,2017.0,84.5
21.0,5.0,2018.0,79.3
21.0,5.0,2019.0,84.7
21.0,5.0,2020.0,85.3
21.0,5.0,2021.0,80.7
21.0,5.0,2022.0,86.2
21.0,5.0,2023.0,85.4
21.0,6.0,2015.0,89.8
21.0,6.0,2016.0,82.1
21.0,6.0,2017.0,85.3
21.0,6.0,2018.0,88.3
21.0,6.0,2019.0,89.5
21.0,6.0,2020.0,85.0
21.0,6.0,2021.0,87.1
21.0,6.0,2022.0,84.2
21.0,6.0,2023.0,86.4
21.0,7.0,2015.0,91.3
21.0,7.0,2016.0,85.7
21.0,7.0,2017.0,86.4
21.0,7.0,2018.0,91.8
21.0,7.0,2019.0,85.5
21.0,7.0,2020.0,83.8
21.0,7.0,2021.0,87.7
21.0,7.0,2022.0,87.3
21.0,7.0,2023.0,89.3
21.0,8.0,2015.0,91.3
21.0,8.0,2016.0,90.0
21.0,8.0,2017.0,88.0
21.0,8.0,2018.0,86.8
21.0,8.0,2019.0,86.2
21.0,8.0,2020.0,89.0
21.0,8.0,2021.0,87.8
21.0,8.0,2022.0,88.2
21.0,8.0,2023.0,88.2
21.0,9.0,2015.0,86.6
21.0,9.0,2016.0,87.7
21.0,9.0,2017.0,86.4
21.0,9.0,2018.0,85.4
21.0,9.0,2019.0,82.1
21.0,9.0,2020.0,82.4
21.0,9.0,2021.0,83.8
21.0,9.0,2022.0,86.6
21.0,10.0,2015.0,82.4
21.0,10.0,2016.0,83.1
21.0,10.0,2017.0,82.0
21.0,10.0,2018.0,86.6
21.0,10.0,2019.0,87.7
21.0,10.0,2020.0,80.4
21.0,10.0,2021.0,83.1
21.0,10.0,2022.0,76.1
21.0,11.0,2015.0,80.0
21.0,11.0,2016.0,75.3
21.0,11.0,2017.0,81.0
21.0,11.0,2018.0,79.6
21.0,11.0,2019.0,76.4
21.0,11.0,2020.0,78.9
21.0,11.0,2021.0,78.0
21.0,11.0,2022.0,77.9
21.0,12.0,2015.0,79.2
21.0,12.0,2016.0,76.9
21.0,12.0,2017.0,79.7
21.0,12.0,2018.0,72.0
21.0,12.0,2019.0,75.7
21.0,12.0,2020.0,77.4
21.0,12.0,2021.0,79.0
21.0,12.0,2022.0,77.0
22.0,1.0,2015.0,77.8
22.0,1.0,2016.0,70.2
22.0,1.0,2017.0,81.9
22.0,1.0,2018.0,77.4
22.0,1.0,2019.0,73.4
22.0,1.0,2020.0,63.7
22.0,1.0,2021.0,77.4
22.0,1.0,2022.0,73.8
22.0,1.0,2023.0,81.8
22.0,2.0,2015.0,78.3
22.0,2.0,2016.0,76.5
22.0,2.0,2017.0,73.8
22.0,2.0,2018.0,79.4
22.0,2.0,2019.0,81.0
22.0,2.0,2020.0,72.7
22.0,2.0,2021.0,77.7
22.0,2.0,2022.0,78.2
22.0,2.0,2023.0,82.3
22.0,3.0,2015.0,85.9
22.0,3.0,2016.0,72.3
22.0,3.0,2017.0,81.9
22.0,3.0,2018.0,73.7
22.0,3.0,2019.0,73.0
22.0,3.0,2020.0,81.3
22.0,3.0,2021.0,75.2
22.0,3.0,2022.0,79.9
22.0,3.0,2023.0,78.5
22.0,4.0,2015.0,81.2
22.0,4.0,2016.0,80.2
22.0,4.0,2017.0,81.2
22.0,4.0,2018.0,82.2
22.0,4.0,2019.0,78.4
22.0,4.0,2020.0,86.1
22.0,4.0,2021.0,81.0
22.0,4.0,2022.0,79.9
22.0,4.0,2023.0,83.0
22.0,5.0,2015.0,88.7
22.0,5.0,2016.0,87.0
22.0,5.0,2017.0,85.6
22.0,5.0,2018.0,81.5
22.0,5.0,2019.0,83.7
22.0,5.0,2020.0,84.2
22.0,5.0,2021.0,80.8
22.0,5.0,2022.0,86.0
22.0,5.0,2023.0,85.5
22.0,6.0,2015.0,88.6
22.0,6.0,2016.0,86.2
22.0,6.0,2017.0,85.9
22.0,6.0,2018.0,88.8
22.0,6.0,2019.0,90.1
22.0,6.0,2020.0,86.1
22.0,6.0,2021.0,87.3
22.0,6.0,2022.0,83.2
22.0,6.0,2023.0,87.6
22.0,7.0,2015.0,90.9
22.0,7.0,2016.0,86.1
22.0,7.0,2017.0,87.1
22.0,7.0,2018.0,87.2
22.0,7.0,2019.0,87.0
22.0,7.0,2020.0,83.3
22.0,7.0,2021.0,90.0
22.0,7.0,2022.0,84.6
22.0,7.0,2023.0,91.3
22.0,8.0,2015.0,92.3
22.0,8.0,2016.0,89.9
22.0,8.0,2017.0,86.6
22.0,8.0,2018.0,87.7
22.0,8.0,2019.0,85.5
22.0,8.0,2020.0,87.8
22.0,8.0,2021.0,87.1
22.0,8.0,2022.0,87.2
22.0,8.0,2023.0,88.3
22.0,9.0,2015.0,86.2
22.0,9.0,2016.0,85.8
22.0,9.0,2017.0,82.8
22.0,9.0,2018.0,85.9
22.0,9.0,2019.0,83.7
22.0,9.0,2020.0,84.1
22.0,9.0,2021.0,84.3
22.0,9.0,2022.0,87.0
22.0,10.0,2015.0,82.1
22.0,10.0,2016.0,78.8
22.0,10.0,2017.0,84.1
22.0,10.0,2018.0,80.3
22.0,10.0,2019.0,86.0
22.0,10.0,2020.0,81.0
22.0,10.0,2021.0,80.1
22.0,10.0,2022.0,80.9
22.0,11.0,2015.0,80.3
22.0,11.0,2016.0,76.7
22.0,11.0,2017.0,81.0
22.0,11.0,2018.0,77.8
22.0,11.0,2019.0,77.8
22.0,11.0,2020.0,78.3
22.0,11.0,2021.0,80.1
22.0,11.0,2022.0,81.9
22.0,12.0,2015.0,80.0
22.0,12.0,2016.0,78.9
22.0,12.0,2017.0,80.1
22.0,12.0,2018.0,67.7
22.0,12.0,2019.0,76.4
22.0,12.0,2020.0,73.8
22.0,12.0,2021.0,70.1
22.0,12.0,2022.0,81.2
23.0,1.0,2015.0,77.6
23.0,1.0,2016.0,63.3
23.0,1.0,2017.0,76.0
23.0,1.0,2018.0,80.5
23.0,1.0,2019.0,76.1
23.0,1.0,2020.0,74.7
23.0,1.0,2021.0,77.4
23.0,1.0,2022.0,68.4
23.0,1.0,2023.0,82.2
23.0,2.0,2015.0,80.4
23.0,2.0,2016.0,78.2
23.0,2.0,2017.0,76.4
23.0,2.0,2018.0,79.1
23.0,2.0,2019.0,80.6
23.0,2.0,2020.0,73.0
23.0,2.0,2021.0,79.3
23.0,2.0,2022.0,78.9
23.0,2.0,2023.0,83.0
23.0,3.0,2015.0,85.8
23.0,3.0,2016.0,76.7
23.0,3.0,2017.0,79.2
23.0,3.0,2018.0,75.0
23.0,3.0,2019.0,75.6
23.0,3.0,2020.0,81.9
23.0,3.0,2021.0,76.4
23.0,3.0,2022.0,82.2
23.0,3.0,2023.0,79.2
23.0,4.0,2015.0,84.0
23.0,4.0,2016.0,87.1
23.0,4.0,2017.0,77.3
23.0,4.0,2018.0,81.3
23.0,4.0,2019.0,80.6
23.0,4.0,2020.0,87.1
23.0,4.0,2021.0,77.9
23.0,4.0,2022.0,79.9
23.0,4.0,2023.0,81.8
23.0,5.0,2015.0,87.0
23.0,5.0,2016.0,83.5
23.0,5.0,2017.0,87.6
23.0,5.0,2018.0,82.2
23.0,5.0,2019.0,83.2
23.0,5.0,2020.0,81.9
23.0,5.0,2021.0,81.3
23.0,5.0,2022.0,85.6
23.0,5.0,2023.0,83.9
23.0,6.0,2015.0,89.4
23.0,6.0,2016.0,87.6
23.0,6.0,2017.0,86.1
23.0,6.0,2018.0,86.4
23.0,6.0,2019.0,90.0
23.0,6.0,2020.0,87.0
23.0,6.0,2021.0,86.2
23.0,6.0,2022.0,86.7
23.0,6.0,2023.0,87.5
23.0,7.0,2015.0,90.5
23.0,7.0,2016.0,86.9
23.0,7.0,2017.0,87.5
23.0,7.0,2018.0,86.7
23.0,7.0,2019.0,88.9
23.0,7.0,2020.0,82.4
23.0,7.0,2021.0,87.3
23.0,7.0,2022.0,86.4
23.0,7.0,2023.0,92.8
23.0,8.0,2015.0,91.1
23.0,8.0,2016.0,89.1
23.0,8.0,2017.0,84.5
23.0,8.0,2018.0,87.2
23.0,8.0,2019.0,82.3
23.0,8.0,2020.0,88.7
23.0,8.0,2021.0,87.7
23.0,8.0,2022.0,86.6
23.0,8.0,2023.0,88.2
23.0,9.0,2015.0,85.4
23.0,9.0,2016.0,85.5
23.0,9.0,2017.0,84.4
23.0,9.0,2018.0,86.6
23.0,9.0,2019.0,84.8
23.0,9.0,2020.0,84.4
23.0,9.0,2021.0,84.8
23.0,9.0,2022.0,89.2
23.0,10.0,2015.0,80.9
23.0,10.0,2016.0,78.7
23.0,10.0,2017.0,83.0
23.0,10.0,2018.0,82.2
23.0,10.0,2019.0,86.2
23.0,10.0,2020.0,83.4
23.0,10.0,2021.0,82.0
23.0,10.0,2022.0,81.2
23.0,11.0,2015.0,76.0
23.0,11.0,2016.0,78.3
23.0,11.0,2017.0,80.1
23.0,11.0,2018.0,77.5
23.0,11.0,2019.0,79.3
23.0,11.0,2020.0,79.2
23.0,11.0,2021.0,69.4
23.0,11.0,2022.0,82.1
23.0,12.0,2015.0,80.8
23.0,12.0,2016.0,78.2
23.0,12.0,2017.0,78.6
23.0,12.0,2018.0,70.9
23.0,12.0,2019.0,74.7
23.0,12.0,2020.0,75.9
23.0,12.0,2021.0,71.9
23.0,12.0,2022.0,80.8
24.0,1.0,2015.0,76.4
24.0,1.0,2016.0,59.2
24.0,1.0,2017.0,76.5
24.0,1.0,2018.0,77.2
24.0,1.0,2019.0,78.1
24.0,1.0,2020.0,76.7
24.0,1.0,2021.0,78.3
24.0,1.0,2022.0,62.2
24.0,1.0,2023.0,76.6
24.0,2.0,2015.0,82.4
24.0,2.0,2016.0,82.5
24.0,2.0,2017.0,80.0
24.0,2.0,2018.0,78.8
24.0,2.0,2019.0,82.2
24.0,2.0,2020.0,77.2
24.0,2.0,2021.0,78.7
24.0,2.0,2022.0,79.1
24.0,2.0,2023.0,82.4
24.0,3.0,2015.0,83.9
24.0,3.0,2016.0,78.1
24.0,3.0,2017.0,75.8
24.0,3.0,2018.0,75.5
24.0,3.0,2019.0,77.4
24.0,3.0,2020.0,82.1
24.0,3.0,2021.0,82.7
24.0,3.0,2022.0,84.4
24.0,3.0,2023.0,81.2
24.0,4.0,2015.0,85.7
24.0,4.0,2016.0,82.8
24.0,4.0,2017.0,85.2
24.0,4.0,2018.0,86.1
24.0,4.0,2019.0,80.8
24.0,4.0,2020.0,90.8
24.0,4.0,2021.0,82.8
24.0,4.0,2022.0,81.9
24.0,4.0,2023.0,80.6
24.0,5.0,2015.0,84.5
24.0,5.0,2016.0,81.9
24.0,5.0,2017.0,89.1
24.0,5.0,2018.0,81.3
24.0,5.0,2019.0,82.4
24.0,5.0,2020.0,77.5
24.0,5.0,2021.0,82.4
24.0,5.0,2022.0,85.1
24.0,5.0,2023.0,82.9
24.0,6.0,2015.0,89.4
24.0,6.0,2016.0,86.8
24.0,6.0,2017.0,87.1
24.0,6.0,2018.0,85.2
24.0,6.0,2019.0,90.2
24.0,6.0,2020.0,87.5
